index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
20929,33214,67413,2326
20930,33257,19134,48305
20931,35560,45690,58661
20932,3956,29593,199548
20933,34290,9000,47520
20934,39465,19164,57636
20935,48040,8141,201583
20936,77246,51226,45125
20937,6278,2276,604
20938,2464,45168,34273
20939,30191,36945,50205
20940,35337,19185,47867
20941,202948,19191,44079
20942,49135,19191,40394
20943,353,19192,629
20944,38915,7367,205053
20945,35019,19194,4880
20946,50379,19194,26374
20947,69302,3071,69677
20948,47998,59910,24033
20949,66816,199685,67535
20950,200160,67407,67160
20951,47189,62457,79603
20952,3624,19201,5324
20953,69325,11727,62684
20954,6232,56077,68115
20955,70112,55167,2042
20956,36495,19203,5303
20957,612,19206,55332
20958,52176,69864,1006
20959,34335,72853,57892
20960,63451,34880,44530
20961,51110,19209,54905
20962,58364,56740,10126
20963,68906,38860,68550
20964,5273,56263,202976
20965,47465,19212,58775
20966,32179,16411,51811
20967,32193,942,68143
20968,200742,41870,19028
20969,36869,19215,203304
20970,50587,19215,47599
20971,54877,57835,48655
20972,48200,19229,201204
20973,6747,62171,39214
20974,46001,19259,61849
20975,68606,40266,204966
20976,9850,52044,48480
20977,55692,67763,62724
20978,65769,69155,38799
20979,47681,19267,2040
20980,47755,50807,49242
20981,61322,66838,41652
20982,2662,48689,49003
20983,25638,39073,48148
20984,49306,19270,5523
20985,32078,19276,201544
20986,5503,22555,54207
20987,203046,5198,43704
20988,66189,19277,11596
20989,35341,19289,57584
20990,33770,19289,9979
20991,60979,3027,712
20992,24162,30658,202885
20993,7161,70863,59315
20994,44851,40479,32502
20995,36667,7050,77437
20996,36496,19302,33549
20997,1866,19304,35300
20998,36611,66048,199327
20999,23737,40739,69194
21000,67401,57621,55996
21001,24534,203389,35929
21002,40854,34328,61724
21003,25519,19315,73126
21004,41131,19315,78451
21005,40505,19316,47286
21006,39320,19316,4325
21007,39168,201545,49100
21008,199381,29104,50994
21009,11190,10715,44907
21010,32850,24682,204171
21011,5595,48207,57167
21012,6095,50362,43583
21013,40889,30712,203429
21014,55215,3215,29897
21015,43559,19381,25699
21016,67515,60243,10891
21017,66347,43540,66583
21018,5282,7417,62708
21019,3516,19395,201723
21020,32720,19395,33622
21021,8622,199850,62982
21022,11836,19400,35878
21023,204551,19403,203818
21024,35495,78212,65832
21025,51277,28983,40271
21026,36807,19404,36405
21027,50419,69240,20369
21028,39997,61991,36100
21029,33300,200882,69510
21030,203530,34744,81161
21031,49359,32862,70656
21032,48094,41666,30436
21033,60660,18257,32251
21034,1248,19415,2238
21035,36102,41534,6708
21036,41907,68644,201973
21037,203738,46227,33299
21038,39505,19443,60316
21039,39893,19444,8317
21040,62387,39945,9578
21041,56921,38642,21477
21042,34034,19445,67968
21043,60876,5058,35598
21044,36330,70354,45366
21045,5451,19457,39205
21046,67960,205089,55913
21047,36369,35809,201195
21048,204724,48136,26190
21049,49690,48009,68410
21050,3460,2796,57212
21051,56414,55582,435
21052,9687,56264,38213
21053,47407,19463,58901
21054,202395,34847,56572
21055,80517,56393,42314
21056,50324,19464,66624
21057,39997,32717,69541
21058,39713,201121,10605
21059,11200,19468,45884
21060,32809,63066,48460
21061,45943,10391,46644
21062,24945,52163,50305
21063,62803,58629,69499
21064,70198,19470,41016
21065,65601,36251,47185
21066,63258,77763,32484
21067,44534,19472,2946
21068,202887,50962,46090
21069,45038,39502,45349
21070,50554,202847,200530
21071,30363,73901,48766
21072,44314,19479,59663
21073,70344,19482,44267
21074,48480,55070,849
21075,62305,19483,65692
21076,19804,41174,6691
21077,70372,4121,20366
21078,55832,202694,205254
21079,47853,19487,45798
21080,62099,19487,78428
21081,23457,38959,7496
21082,7106,19493,43657
21083,60760,46008,29960
21084,67423,47519,68885
21085,199746,69225,201364
21086,43967,19498,10871
21087,51918,19499,2618
21088,200528,62925,73583
21089,26502,58053,54638
21090,203528,10188,55513
21091,42175,19502,33665
21092,66932,25233,4460
21093,51392,45389,63057
21094,46053,19504,1195
21095,36337,59382,5650
21096,45652,45898,1787
21097,63241,58219,51750
21098,54882,19506,61886
21099,4342,40942,9040
21100,41225,52268,55625
21101,40850,76220,60181
21102,9864,40104,49918
21103,694,66667,201744
21104,48751,19512,30706
21105,5358,59961,5006
21106,41965,19513,59476
21107,36963,199037,55876
21108,55143,65663,35953
21109,40956,59440,44720
21110,66617,38387,201148
21111,40372,3436,9753
21112,5044,200177,55180
21113,35281,3444,1813
21114,205036,32726,50053
21115,77108,19529,18118
21116,49996,66235,35546
21117,27096,19530,200521
21118,41413,10971,4963
21119,199595,35665,39790
21120,62734,52035,202772
21121,68903,199299,51554
21122,9729,19535,48344
21123,62584,19536,55948
21124,56405,6670,42236
21125,41473,19540,65739
21126,33816,48000,2595
21127,38171,8702,58224
21128,50765,34961,2383
21129,67191,19560,33710
21130,202298,30618,4316
21131,34476,18275,12323
21132,30000,19561,70668
21133,79056,19562,33773
21134,58648,6227,1075
21135,59159,2989,39852
21136,33733,19564,38634
21137,46687,44747,35755
21138,69175,59900,44723
21139,46875,51290,199630
21140,56313,35180,32222
21141,41215,19574,11152
21142,55596,19574,70510
21143,204719,199424,4238
21144,43613,32981,43723
21145,60888,50432,38687
21146,57862,19577,70695
21147,3238,19584,35236
21148,55180,21170,36555
21149,51007,67818,63457
21150,50422,16785,51951
21151,38044,19586,47171
21152,49052,10026,74603
21153,22557,81294,62526
21154,202011,43948,33720
21155,7484,200556,203482
21156,42155,7563,44243
21157,63260,19601,23269
21158,199462,19601,48153
21159,2722,50508,63510
21160,8655,28178,3735
21161,7392,50691,60922
21162,51479,19603,202317
21163,40625,70315,38712
21164,48785,65873,36175
21165,12405,19608,61958
21166,45627,55665,61629
21167,60612,19613,203581
21168,50098,19613,20035
21169,4648,48536,24027
21170,45313,19615,20062
21171,8417,43765,59304
21172,39490,52141,34736
21173,68016,19634,10191
21174,29069,19634,50980
21175,25761,3660,41732
21176,70568,34906,199712
21177,29176,35517,34600
21178,58923,19639,198992
21179,62262,19644,43821
21180,6198,51102,41561
21181,6126,20230,23379
21182,7415,63226,6823
21183,22997,79496,62878
21184,3649,19650,199617
21185,40860,73127,8601
21186,200393,5073,32442
21187,59481,67961,66846
21188,66491,19653,59562
21189,750,25376,45321
21190,70187,19657,7542
21191,33186,70131,81123
21192,201593,9046,49108
21193,44047,78533,20213
21194,203268,19659,204274
21195,58961,11362,47885
21196,35688,46500,17549
21197,50829,19662,61607
21198,198959,47729,40538
21199,6929,2733,201539
21200,2049,19663,1114
21201,69205,22860,67943
21202,41219,19664,54976
21203,63359,190,67399
21204,2360,70666,27352
21205,49980,580,67844
21206,49821,7325,41985
21207,203627,19668,41701
21208,22860,19668,48452
21209,245,32175,65956
21210,1457,204920,2701
21211,25175,50718,70942
21212,38210,199164,48218
21213,73126,44982,63036
21214,47849,8714,54412
21215,44368,33976,65427
21216,60657,34595,51262
21217,1320,51687,18982
21218,4334,6373,78807
21219,55333,19688,56338
21220,9014,173,47503
21221,32630,204122,59004
21222,70363,19692,77950
21223,28819,50379,5379
21224,49682,1758,10392
21225,39718,62436,61964
21226,1347,24538,41201
21227,33273,3955,1988
21228,57332,19714,73135
21229,48748,199282,48790
21230,30188,23426,200358
21231,1445,19717,51508
21232,55581,19717,32618
21233,6469,19719,56459
21234,61930,57457,199037
21235,956,19723,6671
21236,63445,33278,66912
21237,33080,20370,74742
21238,11969,19728,8806
21239,41455,43409,46578
21240,204913,54885,18941
21241,24172,19730,39981
21242,31985,19730,65469
21243,45518,19731,18826
21244,24488,200704,50361
21245,34923,19739,39186
21246,75765,19739,204794
21247,78495,19740,204358
21248,1288,930,201063
21249,54846,19741,47421
21250,203921,19741,38843
21251,11692,19744,42248
21252,44775,39732,62943
21253,9909,19745,4568
21254,59822,43445,58851
21255,2855,19753,51451
21256,70994,19753,36724
21257,36152,19762,68001
21258,74878,19762,40256
21259,11005,3940,9648
21260,58931,19763,38206
21261,10230,56123,9763
21262,45462,19774,60482
21263,201982,19775,79757
21264,45871,63341,61266
21265,48677,36977,48341
21266,32903,10607,59394
21267,47305,49407,2437
21268,11611,19784,67690
21269,24454,50668,45331
21270,79672,19787,205289
21271,69500,58781,33635
21272,50581,19788,62932
21273,6731,30629,68568
21274,54478,19795,51362
21275,65485,29373,41516
21276,56588,5194,44834
21277,19740,19798,12130
21278,67539,200517,59513
21279,79011,18414,4337
21280,2139,199059,33110
21281,806,69145,39183
21282,6743,5537,26400
21283,6062,572,77805
21284,70259,59692,18217
21285,70902,19805,46904
21286,61459,36130,81228
21287,48354,43453,7172
21288,51226,204970,40319
21289,200839,19809,69238
21290,9131,19809,2682
21291,9352,58177,57797
21292,39965,19810,44299
21293,19830,19813,60095
21294,63426,19813,41303
21295,252,19814,23641
21296,54527,56633,39815
21297,46575,40381,55890
21298,46082,12310,204645
21299,16579,55024,201264
21300,75626,28310,54704
21301,47965,80032,43479
21302,8858,4565,76523
21303,201428,50791,11245
21304,20174,66488,51642
21305,52061,9199,2573
21306,61952,41981,9878
21307,49347,56196,61299
21308,24692,6268,44858
21309,11885,57754,57311
21310,62099,36801,41847
21311,32870,33181,6573
21312,66892,77061,47856
21313,56222,55014,62548
21314,56788,19839,35904
21315,21275,201048,32227
21316,74634,19842,63499
21317,60621,39563,9252
21318,31988,19849,48747
21319,32854,19851,69211
21320,65479,19851,59832
21321,203982,19852,203287
21322,27954,69475,9540
21323,69488,11883,33695
21324,33529,81332,21788
21325,58557,67073,70182
21326,43886,19854,6530
21327,41165,19855,203674
21328,60753,19855,199878
21329,1862,60394,81430
21330,78281,469,39170
21331,5058,22389,69093
21332,49662,19857,30626
21333,49052,34251,60528
21334,48630,19861,74131
21335,199374,29951,54351
21336,79014,19862,38483
21337,34572,19866,44518
21338,50338,19866,34212
21339,202540,45115,48282
21340,32070,50353,2337
21341,12191,19880,69915
21342,201365,7364,2598
21343,61904,19893,67427
21344,70149,35380,26346
21345,3690,1677,199901
21346,40421,19894,35982
21347,11234,47460,44124
21348,20729,47131,12140
21349,57157,203342,26978
21350,9121,60081,35203
21351,65432,19915,28704
21352,58767,68578,45841
21353,59412,19916,55451
21354,36964,8566,50490
21355,48310,19920,60777
21356,38352,19920,199400
21357,56189,175,44649
21358,33865,68666,74999
21359,41489,19927,38892
21360,51863,19927,10981
21361,199151,67992,203218
21362,44872,39681,47738
21363,203819,58778,202410
21364,39712,44253,50943
21365,63219,46136,33801
21366,33293,7253,58447
21367,21089,65569,41526
21368,59764,1258,1809
21369,65680,46585,54415
21370,61271,19940,199024
21371,46413,19942,200963
21372,51176,79458,203692
21373,45736,55035,10665
21374,40420,77530,201275
21375,45055,199447,39969
21376,45271,19944,4660
21377,41629,51859,5567
21378,11975,19945,17090
21379,45208,3656,11385
21380,39578,19947,60078
21381,19664,19948,34939
21382,46333,49388,5106
21383,39436,19950,56887
21384,55156,16704,55083
21385,56693,459,59592
21386,34463,19952,78419
21387,39470,67645,204924
21388,58518,7369,40545
21389,83073,8720,33477
21390,48048,12388,201245
21391,204761,34903,77361
21392,68528,68862,199879
21393,199836,36256,205112
21394,51806,66870,63418
21395,34618,19971,61479
21396,202812,77440,43941
21397,69677,9240,199965
21398,6875,44199,10231
21399,63025,203898,59214
21400,46925,19985,26661
21401,49788,5693,75852
21402,200951,29360,199861
21403,41947,5576,201597
21404,40154,9502,204387
21405,39268,19993,200440
21406,55177,19993,54572
21407,36340,20006,50937
21408,9990,47835,34770
21409,41182,20011,38360
21410,68648,77212,33585
21411,2070,45942,40470
21412,63345,21199,19536
21413,204865,20020,201006
21414,199605,57318,78420
21415,1671,81256,49373
21416,65971,55406,5179
21417,55089,8104,200655
21418,83145,60278,201257
21419,70006,8906,46072
21420,58799,10418,32987
21421,46513,20036,61805
21422,48464,51561,71008
21423,16306,20038,41378
21424,61307,20038,34868
21425,50453,49662,40219
21426,61381,20039,8604
21427,79969,932,7447
21428,5242,36351,201874
21429,403,198872,2229
21430,5149,32456,50017
21431,40792,201661,66065
21432,4316,20058,32604
21433,47555,20060,77963
21434,9848,46454,50373
21435,45857,8218,10717
21436,62070,20061,49189
21437,205088,20062,61062
21438,32609,202916,202235
21439,47580,34666,41044
21440,49941,20063,248
21441,4256,1234,409
21442,26565,20075,33642
21443,40358,20078,51249
21444,199615,56693,851
21445,200881,202056,9994
21446,39533,20079,80093
21447,54483,11809,11806
21448,32877,20083,201333
21449,1128,49789,10903
21450,68871,59976,3678
21451,41296,65486,51574
21452,201549,33520,32482
21453,35907,39553,48369
21454,4425,55723,36882
21455,12174,20094,50716
21456,16784,70177,1714
21457,54278,20097,4093
21458,21427,20097,76263
21459,201758,48425,74422
21460,60945,20103,51728
21461,11172,200564,50049
21462,65916,57728,39211
21463,58004,2896,11721
21464,204140,23637,48013
21465,5504,7194,38271
21466,49949,20106,47667
21467,45314,61147,19740
21468,200203,11830,198814
21469,59230,20109,66356
21470,32565,47329,58886
21471,47219,20110,21442
21472,2124,198915,11801
21473,56134,20113,34722
21474,202963,6027,198985
21475,2591,203760,68508
21476,587,46736,201666
21477,51217,57871,9371
21478,66080,666,36547
21479,46952,79611,68714
21480,201230,69161,36761
21481,52127,39048,30436
21482,33125,20133,65619
21483,5103,44354,67603
21484,35316,20134,54326
21485,68593,61811,6996
21486,33511,59640,42073
21487,45738,20139,6569
21488,33047,20139,32335
21489,2984,9575,202115
21490,35732,47106,39031
21491,204975,20145,74685
21492,33994,202628,60198
21493,32020,65517,3376
21494,45080,45298,45897
21495,12430,20150,30561
21496,62105,20150,70379
21497,202621,36933,56113
21498,50594,20153,71138
21499,11274,20156,39942
21500,61609,20156,50025
21501,7393,20158,47678
21502,35652,6534,998
21503,77113,2091,21647
21504,66366,52114,48140
21505,60342,47080,7012
21506,60235,20174,59651
21507,2536,33306,34779
21508,8401,49369,203060
21509,60317,20186,74853
21510,57770,20186,56324
21511,204318,57892,60754
21512,33947,34140,68737
21513,32868,52234,54256
21514,205185,20200,198766
21515,45166,20205,201285
21516,5387,50606,70279
21517,45715,6403,203346
21518,50795,43590,55957
21519,2980,49548,34587
21520,42055,20210,62204
21521,389,20211,198874
21522,51441,36826,201220
21523,49278,54421,58627
21524,66637,20212,48920
21525,56786,34874,56444
21526,54521,69483,58189
21527,61004,20214,2093
21528,69414,20214,39268
21529,32968,20215,41466
21530,34908,6119,43774
21531,203527,20216,45596
21532,17298,34994,23355
21533,56712,58639,70236
21534,60306,2620,60292
21535,44586,5054,198808
21536,40536,76524,11738
21537,51439,55200,60570
21538,22836,46985,70249
21539,52025,3526,61377
21540,201764,36816,33988
21541,66072,20231,74438
21542,59508,43744,24567
21543,1223,58240,199897
21544,3757,56080,18844
21545,70427,50500,10933
21546,33514,77829,44246
21547,60791,20245,51255
21548,74798,66853,36287
21549,62478,43372,65461
21550,61982,8597,45264
21551,69959,60334,55428
21552,203577,66550,32309
21553,3468,48189,67323
21554,203090,204337,199226
21555,35105,67356,9033
21556,60174,7573,3766
21557,5352,20291,9142
21558,29443,202013,75040
21559,61091,20293,66717
21560,199553,198890,67575
21561,36414,35084,54379
21562,1960,51289,201035
21563,73100,20301,2752
21564,57536,549,63327
21565,39406,20302,47334
21566,4270,1887,59598
21567,56249,20307,54470
21568,32305,63489,24817
21569,65388,205166,200130
21570,76140,12395,8548
21571,11667,20312,56230
21572,48393,20312,201027
21573,11084,198774,36169
21574,70581,38801,5046
21575,73699,203822,34755
21576,39173,43842,49092
21577,202443,20320,8410
21578,201883,20320,17367
21579,42068,20326,49756
21580,648,32753,46608
21581,59915,20329,62127
21582,2258,20329,48071
21583,11188,55838,25387
21584,36743,199307,47769
21585,28846,20333,9577
21586,49044,201185,200956
21587,5222,48126,41153
21588,74824,20334,200833
21589,68634,20336,35648
21590,48115,69631,46090
21591,588,58371,8531
21592,54783,20337,33496
21593,44209,137783,50425
21594,201637,66941,34712
21595,39046,54798,22424
21596,73960,20341,33210
21597,2668,20344,11675
21598,51466,20344,54296
21599,51685,43360,6637
21600,50896,20349,36684
21601,60594,20351,2176
21602,739,20351,202700
21603,33570,20352,9632
21604,9796,20352,27280
21605,34951,50318,29642
21606,40526,32466,61836
21607,201000,5128,48969
21608,32246,20354,62745
21609,65243,23347,71190
21610,3218,16612,6103
21611,34326,20356,77832
21612,11014,59004,4321
21613,25129,52028,3603
21614,199352,20357,57406
21615,49920,20358,40688
21616,1503,20358,70212
21617,75891,20359,12065
21618,56325,51163,44212
21619,27430,8857,38106
21620,45491,38030,32442
21621,52260,20363,45985
21622,200631,20363,46304
21623,12119,20365,200025
21624,40130,45905,10637
21625,51035,20366,990
21626,44734,57542,52171
21627,12185,20367,44847
21628,59374,201165,56988
21629,41786,20368,45791
21630,16917,20368,67609
21631,32113,57974,75045
21632,50186,199291,11812
21633,201669,20370,202169
21634,76611,65688,17682
21635,46594,59798,18954
21636,47009,20371,204566
21637,51508,45424,40749
21638,44289,20373,68172
21639,74763,609,40486
21640,204325,20374,48012
21641,35383,34920,42178
21642,51892,20375,63173
21643,61686,20376,3281
21644,39653,20376,33170
21645,28806,20378,40653
