Poco_Desordenados,Medio_Desordenados,Muy_Desordenados
10910,10910,10910
10911,10911,10911
10911,10911,10911
10913,10913,10913
10913,10913,10913
10915,10915,10915
10915,10915,10915
10916,10916,10916
10916,10916,10916
10917,10917,10917
10917,10917,10917
10918,10918,10918
10918,10918,10918
10919,10919,10919
10919,10919,10919
10920,10920,10920
10920,10920,10920
10921,10921,10921
10921,10921,10921
10922,10922,10922
10922,10922,10922
10923,10923,10923
10923,10923,10923
10924,10924,10924
10924,10924,10924
10925,10925,10925
10925,10925,10925
10926,10926,10926
10926,10926,10926
10927,10927,10927
10927,10927,10927
10928,10928,10928
10928,10928,10928
10929,10929,10929
10929,10929,10929
10930,10930,10930
10930,10930,10930
10931,10931,10931
10931,10931,10931
10932,10932,10932
10932,10932,10932
10933,10933,10933
10933,10933,10933
10934,10934,10934
10934,10934,10934
10935,10935,10935
10935,10935,10935
10936,10936,10936
10936,10936,10936
10937,10937,10937
10937,10937,10937
10938,10938,10938
10938,10938,10938
10939,10939,10939
10939,10939,10939
10940,10940,10940
10940,10940,10940
10941,10941,10941
10941,10941,10941
10942,10942,10942
10942,10942,10942
10944,10944,10944
10944,10944,10944
10945,10945,10945
10945,10945,10945
10946,10946,10946
10946,10946,10946
10947,10947,10947
10947,10947,10947
10948,10948,10948
10948,10948,10948
10949,10949,10949
10949,10949,10949
10953,10953,10953
10953,10953,10953
10954,10954,10954
10954,10954,10954
10955,10955,10955
10955,10955,10955
10956,10956,10956
10956,10956,10956
10957,10957,10957
10957,10957,10957
10958,10958,10958
10958,10958,10958
10959,10959,10959
10959,10959,10959
10960,10960,10960
10960,10960,10960
10961,10961,10961
10961,10961,10961
10962,10962,10962
10962,10962,10962
10963,10963,10963
10963,10963,10963
10965,10965,10965
10965,10965,10965
10966,10966,10966
10966,10966,10966
10967,10967,10967
10967,10967,10967
10968,10968,10968
10968,10968,10968
10969,10969,10969
10969,10969,10969
10971,10971,10971
10971,10971,10971
10972,10972,10972
10972,10972,10972
10973,10973,10973
10973,10973,10973
10974,10974,10974
10974,10974,10974
10975,10975,10975
10975,10975,10975
10977,10977,10977
10977,10977,10977
10978,10978,10978
10978,10978,10978
10980,10980,10980
10980,10980,10980
10981,10981,10981
10981,10981,10981
10982,10982,10982
10982,10982,10982
10984,10984,10984
10984,10984,10984
10985,10985,10985
10985,10985,10985
10986,10986,10986
10986,10986,10986
10987,10987,10987
10987,10987,10987
10988,10988,10988
10988,10988,10988
10990,10990,10990
10990,10990,10990
10991,10991,10991
10991,10991,10991
10992,10992,10992
10992,10992,10992
10993,10993,10993
10993,10993,10993
10994,10994,10994
10994,10994,10994
10995,10995,10995
10995,10995,10995
10996,10996,10996
10996,10996,10996
10997,10997,10997
10997,10997,10997
10998,10998,10998
10998,10998,10998
11000,11000,11000
11000,11000,11000
11001,11001,11001
11001,11001,11001
11002,11002,11002
11002,11002,11002
11003,11003,11003
11003,11003,11003
11004,11004,11004
11004,11004,11004
11005,11005,11005
11005,11005,11005
11006,11006,11006
11006,11006,11006
11007,11007,11007
11007,11007,11007
11008,11008,11008
11008,11008,11008
11009,11009,11009
11009,11009,11009
11010,11010,11010
11010,11010,11010
11013,11013,11013
11013,11013,11013
11014,11014,11014
11014,11014,11014
11015,11015,11015
11015,11015,11015
11016,11016,11016
11016,11016,11016
11017,11017,11017
11017,11017,11017
11018,11018,11018
11018,11018,11018
11019,11019,11019
11019,11019,11019
11020,11020,11020
11020,11020,11020
11021,11021,11021
11021,11021,11021
11022,11022,11022
11022,11022,11022
11023,11023,11023
11023,11023,11023
11024,11024,11024
11024,11024,11024
11025,11025,11025
11025,11025,11025
11026,11026,11026
11026,11026,11026
11027,11027,11027
11027,11027,11027
11028,11028,11028
11028,11028,11028
11029,11029,11029
11029,11029,11029
11030,11030,11030
11030,11030,11030
11031,11031,11031
11031,11031,11031
11033,11033,11033
11033,11033,11033
11034,11034,11034
11034,11034,11034
11036,11036,11036
11036,11036,11036
11037,11037,11037
11037,11037,11037
11038,11038,11038
11038,11038,11038
11039,11039,11039
11039,11039,11039
11040,11040,11040
11040,11040,11040
11041,11041,11041
11041,11041,11041
11042,11042,11042
11042,11042,11042
11043,11043,11043
11043,11043,11043
11044,11044,11044
11044,11044,11044
11046,11046,11046
11046,11046,11046
11047,11047,11047
11047,11047,11047
11048,11048,11048
11048,11048,11048
11049,11049,11049
11049,11049,11049
11051,11051,11051
11051,11051,11051
11052,11052,11052
11052,11052,11052
11053,11053,11053
11053,11053,11053
11054,11054,11054
11054,11054,11054
11055,11055,11055
11055,11055,11055
11057,11057,11057
11057,11057,11057
11058,11058,11058
11058,11058,11058
11059,11059,11059
11059,11059,11059
11060,11060,11060
11060,11060,11060
11061,11061,11061
11061,11061,11061
11062,11062,11062
11062,11062,11062
11063,11063,11063
11063,11063,11063
11064,11064,11064
11064,11064,11064
11065,11065,11065
11065,11065,11065
11066,11066,11066
11066,11066,11066
11067,11067,11067
11067,11067,11067
11068,11068,11068
11068,11068,11068
11070,11070,11070
11070,11070,11070
11072,11072,11072
11072,11072,11072
11073,11073,11073
11073,11073,11073
11075,11075,11075
11075,11075,11075
11076,11076,11076
11076,11076,11076
11077,11077,11077
11077,11077,11077
11078,11078,11078
11078,11078,11078
11079,11079,11079
11079,11079,11079
11080,11080,11080
11080,11080,11080
11081,11081,11081
11081,11081,11081
11082,11082,11082
11082,11082,11082
11083,11083,11083
11083,11083,11083
11084,11084,11084
11084,11084,11084
11085,11085,11085
11085,11085,11085
11086,11086,11086
11086,11086,11086
11087,11087,11087
11087,11087,11087
11088,11088,11088
11088,11088,11088
11090,11090,11090
11090,11090,11090
11091,11091,11091
11091,11091,11091
11092,11092,11092
11092,11092,11092
11093,11093,11093
11093,11093,11093
11094,11094,11094
11094,11094,11094
11095,11095,11095
11095,11095,11095
11096,11096,11096
11096,11096,11096
11098,11098,11098
11098,11098,11098
11099,11099,11099
11099,11099,11099
11100,11100,11100
11100,11100,11100
11101,11101,11101
11101,11101,11101
11102,11102,11102
11102,11102,11102
11105,11105,11105
11105,11105,11105
11106,11106,11106
11106,11106,11106
11107,11107,11107
11107,11107,11107
11108,11108,11108
11108,11108,11108
11109,11109,11109
11109,11109,11109
11110,11110,11110
11110,11110,11110
11112,11112,11112
11112,11112,11112
11113,11113,11113
11113,11113,11113
11114,11114,11114
11114,11114,11114
11116,11116,11116
11116,11116,11116
11117,11117,11117
11117,11117,11117
11118,11118,11118
11118,11118,11118
11119,11119,11119
11119,11119,11119
11120,11120,11120
11120,11120,11120
11121,11121,11121
11121,11121,11121
11122,11122,11122
11122,11122,11122
11123,11123,11123
11123,11123,11123
11124,11124,11124
11124,11124,11124
11126,11126,11126
11126,11126,11126
11127,11127,11127
11127,11127,11127
11128,11128,11128
11128,11128,11128
11129,11129,11129
11129,11129,11129
11130,11130,11130
11130,11130,11130
11131,11131,11131
11131,11131,11131
11132,11132,11132
11132,11132,11132
11133,11133,11133
11133,11133,11133
11134,11134,11134
11134,11134,11134
11135,11135,11135
11135,11135,11135
11136,11136,11136
11136,11136,11136
11137,11137,11137
11137,11137,11137
11138,11138,11138
11138,11138,11138
11139,11139,11139
11139,11139,11139
11140,11140,11140
11140,11140,11140
11141,11141,11141
11141,11141,11141
11142,11142,11142
11142,11142,11142
11143,11143,11143
11143,11143,11143
11144,11144,11144
11144,11144,11144
11146,11146,11146
11146,11146,11146
11147,11147,11147
11147,11147,11147
11148,11148,11148
11148,11148,11148
11149,11149,11149
11149,11149,11149
11150,11150,11150
11150,11150,11150
11151,11151,11151
11151,11151,11151
11152,11152,11152
11152,11152,11152
11153,11153,11153
11153,11153,11153
11154,11154,11154
11154,11154,11154
11155,11155,11155
11155,11155,11155
11156,11156,11156
11156,11156,11156
11157,11157,11157
11157,11157,11157
11158,11158,11158
11158,11158,11158
11159,11159,11159
11159,11159,11159
11160,11160,11160
11160,11160,11160
11161,11161,11161
11161,11161,11161
11162,11162,11162
11162,11162,11162
11164,11164,11164
11164,11164,11164
11165,11165,11165
11165,11165,11165
11166,11166,11166
11166,11166,11166
11168,11168,11168
11168,11168,11168
11169,11169,11169
11169,11169,11169
11170,11170,11170
11170,11170,11170
11171,11171,11171
11171,11171,11171
11172,11172,11172
11172,11172,11172
11173,11173,11173
11173,11173,11173
11174,11174,11174
11174,11174,11174
11175,11175,11175
11175,11175,11175
11176,11176,11176
11176,11176,11176
11177,11177,11177
11177,11177,11177
11179,11179,11179
11179,11179,11179
11180,11180,11180
11180,11180,11180
11181,11181,11181
11181,11181,11181
11182,11182,11182
11182,11182,11182
11184,11184,11184
11184,11184,11184
11185,11185,11185
11185,11185,11185
11186,11186,11186
11186,11186,11186
11187,11187,11187
11187,11187,11187
11188,11188,11188
11188,11188,11188
11189,11189,11189
11189,11189,11189
11190,11190,11190
11190,11190,11190
11191,11191,11191
11191,11191,11191
11192,11192,11192
11192,11192,11192
11193,11193,11193
11193,11193,11193
11195,11195,11195
11195,11195,11195
11196,11196,11196
11196,11196,11196
11197,11197,11197
11197,11197,11197
11198,11198,11198
11198,11198,11198
11199,11199,11199
11199,11199,11199
11200,11200,11200
11200,11200,11200
11201,11201,11201
11201,11201,11201
11202,11202,11202
11202,11202,11202
11203,11203,11203
11203,11203,11203
11204,11204,11204
11204,11204,11204
11205,11205,11205
11205,11205,11205
11206,11206,11206
11206,11206,11206
11207,11207,11207
11207,11207,11207
11208,11208,11208
11208,11208,11208
11209,11209,11209
11209,11209,11209
11210,11210,11210
11210,11210,11210
11211,11211,11211
11211,11211,11211
11212,11212,11212
11212,11212,11212
11213,11213,11213
11213,11213,11213
11214,11214,11214
11214,11214,11214
11215,11215,11215
11215,11215,11215
11216,11216,11216
11216,11216,11216
11217,11217,11217
11217,11217,11217
11218,11218,11218
11218,11218,11218
11219,11219,11219
11219,11219,11219
11220,11220,11220
11220,11220,11220
11221,11221,11221
11221,11221,11221
11222,11222,11222
11222,11222,11222
11223,11223,11223
11223,11223,11223
11225,11225,11225
11225,11225,11225
11226,11226,11226
11226,11226,11226
11231,11231,11231
11231,11231,11231
11233,11233,11233
11233,11233,11233
11234,11234,11234
11234,11234,11234
11235,11235,11235
11235,11235,11235
11236,11236,11236
11236,11236,11236
11237,11237,11237
11237,11237,11237
11239,11239,11239
11239,11239,11239
11240,11240,11240
11240,11240,11240
11241,11241,11241
11241,11241,11241
11242,11242,11242
11242,11242,11242
11243,11243,11243
11243,11243,11243
11244,11244,11244
11244,11244,11244
11245,11245,11245
11245,11245,11245
11246,11246,11246
11246,11246,11246
11247,11247,11247
11247,11247,11247
11248,11248,11248
11248,11248,11248
11249,11249,11249
11249,11249,11249
11250,11250,11250
11250,11250,11250
11251,11251,11251
11251,11251,11251
11252,11252,11252
11252,11252,11252
11253,11253,11253
11253,11253,11253
11254,11254,11254
11254,11254,11254
11255,11255,11255
11255,11255,11255
11256,11256,11256
11256,11256,11256
11258,11258,11258
11258,11258,11258
11259,11259,11259
11259,11259,11259
11260,11260,11260
11260,11260,11260
11261,11261,11261
11261,11261,11261
11262,11262,11262
11262,11262,11262
11265,11265,11265
11265,11265,11265
11267,11267,11267
11267,11267,11267
11268,11268,11268
11268,11268,11268
11270,11270,11270
11270,11270,11270
11271,11271,11271
11271,11271,11271
11272,11272,11272
11272,11272,11272
11273,11273,11273
11273,11273,11273
11274,11274,11274
11274,11274,11274
11275,11275,11275
11275,11275,11275
11276,11276,11276
11276,11276,11276
11277,11277,11277
11277,11277,11277
11278,11278,11278
11278,11278,11278
11279,11279,11279
11279,11279,11279
11280,11280,11280
11280,11280,11280
11281,11281,11281
11281,11281,11281
11282,11282,11282
11282,11282,11282
11283,11283,11283
11283,11283,11283
11285,11285,11285
11285,11285,11285
11286,11286,11286
11286,11286,11286
11287,11287,11287
11287,11287,11287
11288,11288,11288
11288,11288,11288
11289,11289,11289
11289,11289,11289
11290,11290,11290
11290,11290,11290
11291,11291,11291
11291,11291,11291
11292,11292,11292
11292,11292,11292
11293,11293,11293
11293,11293,11293
11294,11294,11294
11294,11294,11294
11296,11296,11296
11296,11296,11296
11297,11297,11297
11297,11297,11297
11298,11298,11298
11298,11298,11298
11299,11299,11299
11299,11299,11299
11300,11300,11300
11300,11300,11300
11301,11301,11301
11301,11301,11301
11302,11302,11302
11302,11302,11302
11307,11307,11307
11307,11307,11307
11309,11309,11309
11309,11309,11309
11310,11310,11310
11310,11310,11310
11312,11312,11312
11312,11312,11312
11313,11313,11313
11313,11313,11313
11314,11314,11314
11314,11314,11314
11315,11315,11315
11315,11315,11315
11316,11316,11316
11316,11316,11316
11319,11319,11319
11319,11319,11319
11320,11320,11320
11320,11320,11320
11321,11321,11321
11321,11321,11321
11322,11322,11322
11322,11322,11322
11324,11324,11324
11324,11324,11324
11325,11325,11325
11325,11325,11325
11327,11327,11327
11327,11327,11327
11328,11328,11328
11328,11328,11328
11329,11329,11329
11329,11329,11329
11331,11331,11331
11331,11331,11331
11332,11332,11332
11332,11332,11332
11333,11333,11333
11333,11333,11333
11335,11335,11335
11335,11335,11335
11336,11336,11336
11336,11336,11336
11337,11337,11337
11337,11337,11337
11338,11338,11338
11338,11338,11338
11339,11339,11339
11339,11339,11339
11340,11340,11340
11340,11340,11340
11341,11341,11341
11341,11341,11341
11342,11342,11342
11342,11342,11342
11343,11343,11343
11343,11343,11343
11344,11344,11344
11344,11344,11344
11345,11345,11345
11345,11345,11345
11346,11346,11346
11346,11346,11346
11347,11347,11347
11347,11347,11347
11348,11348,11348
11348,11348,11348
11349,11349,11349
11349,11349,11349
11350,11350,11350
11350,11350,11350
11351,11351,11351
11351,11351,11351
11352,11352,11352
11352,11352,11352
11353,11353,11353
11353,11353,11353
11354,11354,11354
11354,11354,11354
11355,11355,11355
11355,11355,11355
11356,11356,11356
11356,11356,11356
11357,11357,11357
11357,11357,11357
11358,11358,11358
11358,11358,11358
11359,11359,11359
11359,11359,11359
11362,11362,11362
11362,11362,11362
11363,11363,11363
11363,11363,11363
11364,11364,11364
11364,11364,11364
11365,11365,11365
11365,11365,11365
11366,11366,11366
11366,11366,11366
11367,11367,11367
11367,11367,11367
11369,11369,11369
11369,11369,11369
11370,11370,11370
11370,11370,11370
11371,11371,11371
11371,11371,11371
11372,11372,11372
11372,11372,11372
11373,11373,11373
11373,11373,11373
11374,11374,11374
11374,11374,11374
11375,11375,11375
11375,11375,11375
11376,11376,11376
11376,11376,11376
11377,11377,11377
11377,11377,11377
11378,11378,11378
11378,11378,11378
11379,11379,11379
11379,11379,11379
11380,11380,11380
11380,11380,11380
11381,11381,11381
11381,11381,11381
11382,11382,11382
11382,11382,11382
11383,11383,11383
11383,11383,11383
11384,11384,11384
11384,11384,11384
11385,11385,11385
11385,11385,11385
11386,11386,11386
11386,11386,11386
11387,11387,11387
11387,11387,11387
11388,11388,11388
11388,11388,11388
11389,11389,11389
11389,11389,11389
11390,11390,11390
11390,11390,11390
11391,11391,11391
11391,11391,11391
11392,11392,11392
11392,11392,11392
11393,11393,11393
11393,11393,11393
11394,11394,11394
11394,11394,11394
11395,11395,11395
11395,11395,11395
11396,11396,11396
11396,11396,11396
11397,11397,11397
11397,11397,11397
11398,11398,11398
11398,11398,11398
11399,11399,11399
11399,11399,11399
11400,11400,11400
11400,11400,11400
11401,11401,11401
11401,11401,11401
11402,11402,11402
11402,11402,11402
11403,11403,11403
11403,11403,11403
11404,11404,11404
11404,11404,11404
11405,11405,11405
11405,11405,11405
11406,11406,11406
11406,11406,11406
11407,11407,11407
11407,11407,11407
11408,11408,11408
11408,11408,11408
11409,11409,11409
11409,11409,11409
11410,11410,11410
11410,11410,11410
11411,11411,11411
11411,11411,11411
11412,11412,11412
11412,11412,11412
11413,11413,11413
11413,11413,11413
11414,11414,11414
11414,11414,11414
11417,11417,11417
11417,11417,11417
11418,11418,11418
11418,11418,11418
11419,11419,11419
11419,11419,11419
11420,11420,11420
11420,11420,11420
11421,11421,11421
11421,11421,11421
11423,11423,11423
11423,11423,11423
11580,11580,11580
11580,11580,11580
11581,11581,11581
11581,11581,11581
11582,11582,11582
11582,11582,11582
11583,11583,11583
11583,11583,11583
11584,11584,11584
11584,11584,11584
11586,11586,11586
11586,11586,11586
11587,11587,11587
11587,11587,11587
11588,11588,11588
11588,11588,11588
11589,11589,11589
11589,11589,11589
11590,11590,11590
11590,11590,11590
11591,11591,11591
11591,11591,11591
11592,11592,11592
11592,11592,11592
11593,11593,11593
11593,11593,11593
11594,11594,11594
11594,11594,11594
11595,11595,11595
11595,11595,11595
11596,11596,11596
11596,11596,11596
11597,11597,11597
11597,11597,11597
11598,11598,11598
11598,11598,11598
11599,11599,11599
11599,11599,11599
11600,11600,11600
11600,11600,11600
11601,11601,11601
11601,11601,11601
11602,11602,11602
11602,11602,11602
11603,11603,11603
11603,11603,11603
11604,11604,11604
11604,11604,11604
11605,11605,11605
11605,11605,11605
11607,11607,11607
11607,11607,11607
11608,11608,11608
11608,11608,11608
11609,11609,11609
11609,11609,11609
11610,11610,11610
